1242443;Bahamas Mobile
1242565;Bahamas Mobile
1242456;Bahamas Mobile
1242357;Bahamas Mobile
1242425;Bahamas Mobile
1242433;Bahamas Mobile
1242467;Bahamas Mobile
1242437;Bahamas Mobile
1242553;Bahamas Mobile
1242449;Bahamas Mobile
1242727;Bahamas Mobile
1242376;Bahamas Mobile
1242462;Bahamas Mobile
1242429;Bahamas Mobile
1242524;Bahamas Mobile
1242445;Bahamas Mobile
1242559;Bahamas Mobile
1242454;Bahamas Mobile
1242424;Bahamas Mobile
1242554;Bahamas Mobile
1242466;Bahamas Mobile
1242436;Bahamas Mobile
1242552;Bahamas Mobile
1242448;Bahamas Mobile
1242646;Bahamas Mobile
1242395;Bahamas Mobile
1242544;Bahamas Mobile
1242458;Bahamas Mobile
1242431;Bahamas Mobile
1242525;Bahamas Mobile
1242438;Bahamas Mobile
1242557;Bahamas Mobile
1242453;Bahamas Mobile
1242423;Bahamas Mobile
1242556;Bahamas Mobile
1242464;Bahamas Mobile
1242435;Bahamas Mobile
1242533;Bahamas Mobile
1242446;Bahamas Mobile
1242577;Bahamas Mobile
1242375;Bahamas Mobile
1242457;Bahamas Mobile
1242427;Bahamas Mobile
124247;Bahamas Mobile
1242442;Bahamas Mobile
1242558;Bahamas Mobile
1242452;Bahamas Mobile
1242422;Bahamas Mobile
1242465;Bahamas Mobile
1242434;Bahamas Mobile
1242535;Bahamas Mobile
1242447;Bahamas Mobile
1242636;Bahamas Mobile
1242359;Bahamas Mobile
1242432;Bahamas Mobile
1242455;Bahamas Mobile
1242426;Bahamas Mobile
1242468;Bahamas Mobile
1242;Bahamas Proper
973323;Bahrain Mobile Batelco
973389;Bahrain Mobile Batelco
97339;Bahrain Mobile Batelco
973380;Bahrain Mobile Batelco
9736675;Bahrain Mobile Batelco
973320;Bahrain Mobile Batelco
9736670;Bahrain Mobile Batelco
973381;Bahrain Mobile Batelco
9736673;Bahrain Mobile Batelco
9736674;Bahrain Mobile Batelco
973321;Bahrain Mobile Batelco
973388;Bahrain Mobile Batelco
973382;Bahrain Mobile Batelco
9736672;Bahrain Mobile Batelco
973322;Bahrain Mobile Batelco
973387;Bahrain Mobile Batelco
973383;Bahrain Mobile Batelco
9736671;Bahrain Mobile Batelco
97331;Bahrain Mobile Batelco
973384;Bahrain Mobile Batelco
9736676;Bahrain Mobile Batelco
97336;Bahrain Mobile Mtc Vodafone
973377;Bahrain Mobile Mtc Vodafone
97333;Bahrain Mobile Stc
9736333;Bahrain Mobile Stc
973342;Bahrain Mobile Stc
9736300;Bahrain Mobile Stc
973341;Bahrain Mobile Stc
973345;Bahrain Mobile Stc
973340;Bahrain Mobile Stc
9736366;Bahrain Mobile Stc
973344;Bahrain Mobile Stc
97335;Bahrain Mobile Stc
9736361;Bahrain Mobile Stc
973343;Bahrain Mobile Stc
973363;Bahrain mobile Vodafone
97366;Bahrain mobile Vodafone
97337;Bahrain mobile Vodafone
97377;Bahrain Mobile Wimax
973669;Bahrain mobile Zain
973666;Bahrain mobile Zain
973663;Bahrain mobile Zain
973;Bahrain Proper
88031;Bangladesh Chittagong
8802;Bangladesh Dhaka
8801;Bangladesh Mobile
88018;Bangladesh Mobile Aktel
88011;Bangladesh Mobile City Cell
88017;Bangladesh Mobile Grameen
88019;Bangladesh Mobile Sheba Telecom
88015;Bangladesh Mobile Teletalk
88016;Bangladesh Mobile Warid
880;Bangladesh Proper
880821;Bangladesh Sylet
1246240;Barbados Mobile C&w
1246242;Barbados Mobile C&w
1246446;Barbados Mobile C&w
1246255;Barbados Mobile C&w
1246250;Barbados Mobile C&w
1246254;Barbados Mobile C&w
1246245;Barbados Mobile C&w
1246241;Barbados Mobile C&w
1246248;Barbados Mobile C&w
124623;Barbados Mobile C&w
1246247;Barbados Mobile C&w
1246244;Barbados Mobile C&w
1246251;Barbados Mobile C&w
1246253;Barbados Mobile C&w
1246252;Barbados Mobile C&w
1246243;Barbados Mobile C&w
1246249;Barbados Mobile C&w
124684;Barbados Mobile Digicel
1246256;Barbados Mobile Digicel
1246257;Barbados Mobile Digicel
1246531;Barbados Mobile Digicel
1246258;Barbados Mobile Digicel
124685;Barbados Mobile Digicel
1246530;Barbados Mobile Digicel
124682;Barbados Mobile Digicel
1246259;Barbados Mobile Digicel
1246534;Barbados Mobile Digicel
1246532;Barbados Mobile Digicel
124626;Barbados Mobile Digicel
1246533;Barbados Mobile Digicel
124683;Barbados Mobile Digicel
124652;Barbados Mobile Other
1246448;Barbados Mobile Other
1246447;Barbados Mobile Other
124645;Barbados Mobile Other
1246449;Barbados Mobile Other
124624;Barbados Mobile Other
1246;Barbados Proper
375175;Belarus Minsk
375173;Belarus Minsk
375172;Belarus Minsk
375177;Belarus Minsk Region
375179;Belarus Minsk Region
375174;Belarus Minsk Region
37529;Belarus Mobile
375294;Belarus Mobile Belcel
37525;Belarus Mobile Best
375295;Belarus Mobile Mts
37533;Belarus Mobile Mts
375292;Belarus Mobile Mts
375298;Belarus Mobile Mts
375297;Belarus Mobile Mts
375259;Belarus Mobile Other Carriers
37529100;Belarus Mobile Velcom
375293;Belarus Mobile Velcom
3754470;Belarus Mobile Velcom
375291;Belarus Mobile Velcom
37529600;Belarus Mobile Velcom
375044;Belarus Mobile Velcom
37544;Belarus Mobile Velcom
37529900;Belarus Mobile Velcom
375299;Belarus Mobile Velcom
37529300;Belarus Mobile Velcom
375296;Belarus Mobile Velcom
375222;Belarus Mogilev
3752242;Belarus Mogilev Region
375225;Belarus Mogilev Region
3752232;Belarus Mogilev Region
375602;Belarus Personal
375;Belarus Proper
375163;Belarus Proper  Baranovichi
375162;Belarus Proper  Brest
3752336;Belarus Proper  Buda-Koshelevo
3751717;Belarus Proper  Columns
3752333;Belarus Proper  Dobrush
3751716;Belarus Proper  Dzerzhinsk
375152;Belarus Proper  Grodno
3751652;Belarus Proper  Ivanovo
3751645;Belarus Proper  Ivatsevichi
3752345;Belarus Proper  Kalinkovichi
3751631;Belarus Proper  Kamenetz
3751793;Belarus Proper  Kleck
3751719;Belarus Proper  Kopyl
3751796;Belarus Proper  Krupki
3751794;Belarus Proper  Luban
3751647;Belarus Proper  Luninets
3751713;Belarus Proper  Marina Gorka
3751767;Belarus Proper  Molodechno
3751797;Belarus Proper  Myadel
3751597;Belarus Proper  Novogrudok
3751591;Belarus Proper  Ostrowiec
3752350;Belarus Proper  Petrikov
375165;Belarus Proper  Pinsk
3751632;Belarus Proper  Pruzhany
3751594;Belarus Proper  raven
3752340;Belarus Proper  Rechitsa
3751770;Belarus Proper  Shults
3751562;Belarus Proper  Slonim
3751795;Belarus Proper  Slutsk
3751655;Belarus Proper  Stolin
3751771;Belarus Proper  Vilejka
3751512;Belarus Proper  Volkovysk
3751772;Belarus Proper  Volozhin
3752334;Belarus Proper  Zhlobin
375233;Belarus Proper Gomel
375232;Belarus Proper Gomel
375236;Belarus Proper Gomel
375234;Belarus Proper Gomel
375212;Belarus Vitebsk
375214;Belarus Vitebsk Region 
3752133;Belarus Vitebsk Region 
3752132;Belarus Vitebsk Region 
325275;BELGIUM
3271940;BELGIUM
326075;BELGIUM
327810;BELGIUM
321633;BELGIUM
328974;BELGIUM
324274;BELGIUM
325674;BELGIUM
3271945;BELGIUM
326574;BELGIUM
321275;BELGIUM
328375;BELGIUM
323608;BELGIUM
325175;BELGIUM
329351;BELGIUM
325961;BELGIUM
327190;BELGIUM
321632;BELGIUM
328775;BELGIUM
323612;BELGIUM
325575;BELGIUM
3271944;BELGIUM
326474;BELGIUM
321156;BELGIUM
328275;BELGIUM
321975;BELGIUM
325074;BELGIUM
329278;BELGIUM
325875;BELGIUM
326975;BELGIUM
321574;BELGIUM
328675;BELGIUM
323611;BELGIUM
325461;BELGIUM
3271943;BELGIUM
326375;BELGIUM
321076;BELGIUM
328166;BELGIUM
321674;BELGIUM
324322;BELGIUM
329262;BELGIUM
325775;BELGIUM
326875;BELGIUM
321476;BELGIUM
328575;BELGIUM
323610;BELGIUM
325361;BELGIUM
3271941;BELGIUM
326175;BELGIUM
321075;BELGIUM
328075;BELGIUM
321634;BELGIUM
324276;BELGIUM
329261;BELGIUM
325761;BELGIUM
326774;BELGIUM
321375;BELGIUM
328475;BELGIUM
323609;BELGIUM
323345;Belgium Antveppen 
323344;Belgium Antveppen 
32361;Belgium Antveppen 
322608;Belgium Brussels
322612;Belgium Brussels
32261;Belgium Brussels
322611;Belgium Brussels
322610;Belgium Brussels
322;Belgium Brussels
322609;Belgium Brussels
322613;Belgium Brussels
324688;Belgium Mobile
324672;Belgium Mobile
324687;Belgium Mobile
324671;Belgium Mobile
324679;Belgium Mobile
3246;Belgium Mobile
324678;Belgium Mobile
3277;Belgium Mobile
324689;Belgium Mobile
324674;Belgium Mobile
32489;Belgium Mobile Base
32487;Belgium Mobile Base
3248;Belgium Mobile Base
32485;Belgium Mobile Base
32484;Belgium Mobile Base
32483;Belgium Mobile Base
32770002;Belgium Mobile Base
32486;Belgium Mobile Base
32488;Belgium Mobile Base
324654;Belgium Mobile Lyca
324677;Belgium Mobile Lyca
324653;Belgium Mobile Lyca
324652;Belgium Mobile Lyca
324676;Belgium Mobile Lyca
324651;Belgium Mobile Lyca
324655;Belgium Mobile Lyca
324657;Belgium Mobile Lyca
324658;Belgium Mobile Lyca
324656;Belgium Mobile Lyca
32770005;Belgium Mobile Mobistar
3249;Belgium Mobile Mobistar
324667;Belgium Mobile Other
32463;Belgium Mobile Other
324660;Belgium Mobile Other
324664;Belgium Mobile Other
324666;Belgium Mobile Other
324659;Belgium Mobile Other
324669;Belgium Mobile Other
324665;Belgium Mobile Other
324630;Belgium Mobile Other
324663;Belgium Mobile Other
324662;Belgium Mobile Other
324661;Belgium Mobile Other
32460;Belgium Mobile Proximus
32770001;Belgium Mobile Proximus
3247;Belgium Mobile Proximus
324681;Belgium Mobile Telenet
324683;Belgium Mobile Telenet
324684;Belgium Mobile Telenet
324682;Belgium Mobile Telenet
32706;Belgium Personal
32704;Belgium Personal
32703;Belgium Personal
32702;Belgium Personal
32707;Belgium Personal
3211967;BELGIUM PROPER
326553;BELGIUM PROPER
321637;BELGIUM PROPER
3211969;BELGIUM PROPER
32;Belgium Proper
3211968;BELGIUM PROPER
327836;Belgium Special Services
3290;Belgium Special Services
3270;Belgium Special Services
3245;Belgium Special Services
3278;Belgium Special Services
3278353;Belgium Telenet
327878;Belgium Telenet
321472;Belgium Telenet Areas
325251;Belgium Telenet Areas
326389;Belgium Telenet Areas
323299;Belgium Telenet Areas
323288;Belgium Telenet Areas
325644;Belgium Telenet Areas
328489;Belgium Telenet Areas
321563;Belgium Telenet Areas
325338;Belgium Telenet Areas
326780;Belgium Telenet Areas
321141;Belgium Telenet Areas
325064;Belgium Telenet Areas
321473;Belgium Telenet Areas
325789;Belgium Telenet Areas
328780;Belgium Telenet Areas
328050;Belgium Telenet Areas
321222;Belgium Telenet Areas
325143;Belgium Telenet Areas
325941;Belgium Telenet Areas
329336;Belgium Telenet Areas
329279;Belgium Telenet Areas
321685;Belgium Telenet Areas
325424;Belgium Telenet Areas
328384;Belgium Telenet Areas
321471;Belgium Telenet Areas
325181;Belgium Telenet Areas
326160;Belgium Telenet Areas
323293;Belgium Telenet Areas
322418;Belgium Telenet Areas
325580;Belgium Telenet Areas
321533;Belgium Telenet Areas
325255;Belgium Telenet Areas
326550;Belgium Telenet Areas
323338;Belgium Telenet Areas
325690;Belgium Telenet Areas
328687;Belgium Telenet Areas
325342;Belgium Telenet Areas
326950;Belgium Telenet Areas
321175;Belgium Telenet Areas
325069;Belgium Telenet Areas
325862;Belgium Telenet Areas
329330;Belgium Telenet Areas
325065;Belgium Telenet Areas
328923;Belgium Telenet Areas
321588;Belgium Telenet Areas
328169;Belgium Telenet Areas
321326;Belgium Telenet Areas
325153;Belgium Telenet Areas
325988;Belgium Telenet Areas
321920;Belgium Telenet Areas
325488;Belgium Telenet Areas
328488;Belgium Telenet Areas
321470;Belgium Telenet Areas
325250;Belgium Telenet Areas
326388;Belgium Telenet Areas
323298;Belgium Telenet Areas
323283;Belgium Telenet Areas
325632;Belgium Telenet Areas
321537;Belgium Telenet Areas
325288;Belgium Telenet Areas
326766;Belgium Telenet Areas
321089;Belgium Telenet Areas
324389;Belgium Telenet Areas
323295;Belgium Telenet Areas
325788;Belgium Telenet Areas
328757;Belgium Telenet Areas
327169;Belgium Telenet Areas
321221;Belgium Telenet Areas
325090;Belgium Telenet Areas
325940;Belgium Telenet Areas
329335;Belgium Telenet Areas
328988;Belgium Telenet Areas
321684;Belgium Telenet Areas
325423;Belgium Telenet Areas
328289;Belgium Telenet Areas
321330;Belgium Telenet Areas
325180;Belgium Telenet Areas
326089;Belgium Telenet Areas
323292;Belgium Telenet Areas
322408;Belgium Telenet Areas
325562;Belgium Telenet Areas
321489;Belgium Telenet Areas
325254;Belgium Telenet Areas
326489;Belgium Telenet Areas
323337;Belgium Telenet Areas
325688;Belgium Telenet Areas
328589;Belgium Telenet Areas
325341;Belgium Telenet Areas
326889;Belgium Telenet Areas
321174;Belgium Telenet Areas
325068;Belgium Telenet Areas
325861;Belgium Telenet Areas
329329;Belgium Telenet Areas
328922;Belgium Telenet Areas
321567;Belgium Telenet Areas
328150;Belgium Telenet Areas
321325;Belgium Telenet Areas
325152;Belgium Telenet Areas
325944;Belgium Telenet Areas
3271949;Belgium Telenet Areas
321690;Belgium Telenet Areas
325480;Belgium Telenet Areas
328485;Belgium Telenet Areas
321328;Belgium Telenet Areas
325189;Belgium Telenet Areas
326364;Belgium Telenet Areas
323297;Belgium Telenet Areas
322473;Belgium Telenet Areas
325629;Belgium Telenet Areas
321536;Belgium Telenet Areas
325279;Belgium Telenet Areas
326750;Belgium Telenet Areas
321044;Belgium Telenet Areas
324288;Belgium Telenet Areas
325737;Belgium Telenet Areas
328750;Belgium Telenet Areas
327167;Belgium Telenet Areas
321220;Belgium Telenet Areas
325088;Belgium Telenet Areas
325889;Belgium Telenet Areas
329334;Belgium Telenet Areas
322889;Belgium Telenet Areas
328980;Belgium Telenet Areas
321643;Belgium Telenet Areas
325388;Belgium Telenet Areas
328288;Belgium Telenet Areas
321388;Belgium Telenet Areas
325169;Belgium Telenet Areas
326088;Belgium Telenet Areas
322310;Belgium Telenet Areas
325561;Belgium Telenet Areas
321475;Belgium Telenet Areas
325253;Belgium Telenet Areas
326463;Belgium Telenet Areas
323336;Belgium Telenet Areas
323290;Belgium Telenet Areas
325649;Belgium Telenet Areas
328588;Belgium Telenet Areas
325340;Belgium Telenet Areas
326888;Belgium Telenet Areas
321172;Belgium Telenet Areas
325066;Belgium Telenet Areas
325860;Belgium Telenet Areas
328921;Belgium Telenet Areas
321565;Belgium Telenet Areas
328081;Belgium Telenet Areas
321289;Belgium Telenet Areas
325145;Belgium Telenet Areas
325943;Belgium Telenet Areas
3271948;Belgium Telenet Areas
329328;Belgium Telenet Areas
321689;Belgium Telenet Areas
325426;Belgium Telenet Areas
328389;Belgium Telenet Areas
321329;Belgium Telenet Areas
325188;Belgium Telenet Areas
326189;Belgium Telenet Areas
323296;Belgium Telenet Areas
322444;Belgium Telenet Areas
325628;Belgium Telenet Areas
321535;Belgium Telenet Areas
325257;Belgium Telenet Areas
326589;Belgium Telenet Areas
321020;Belgium Telenet Areas
324244;Belgium Telenet Areas
325736;Belgium Telenet Areas
328689;Belgium Telenet Areas
325369;Belgium Telenet Areas
326980;Belgium Telenet Areas
321191;Belgium Telenet Areas
325073;Belgium Telenet Areas
325888;Belgium Telenet Areas
329332;Belgium Telenet Areas
321688;Belgium Telenet Areas
328925;Belgium Telenet Areas
321641;Belgium Telenet Areas
